Symbol / Rank,Theme,2022-12-03 00:00:00,2022-12-10 00:00:00,2022-12-17 00:00:00,2023-01-01 00:00:00,2023-01-12 00:00:00,2023-01-31 00:00:00,2023-02-14 00:00:00,2023-02-28 00:00:00,2023-03-13 00:00:00,2023-03-31 00:00:00,2023-04-14 00:00:00,2023-04-30 00:00:00,2023-05-16 00:00:00,2023-05-31 00:00:00,2023-06-14 00:00:00,2023-06-30 00:00:00,2023-07-13 00:00:00,14Jul23_PUp,2023-07-29 00:00:00,2023-08-13 00:00:00,2023-08-31 00:00:00,2023-09-13 00:00:00,2023-09-29 00:00:00,2023-10-13 00:00:00,2023-10-31 00:00:00,2023-11-12 00:00:00,2023-11-30 00:00:00,2023-12-14 00:00:00,2023-12-31 00:00:00,2024-01-13 00:00:00,2024-01-31 00:00:00,2024-02-13 00:00:00,2024-02-29 00:00:00,2024-03-29 00:00:00,2024-04-30 00:00:00,2024-05-31 00:00:00,2024-06-28 00:00:00,2024-07-31 00:00:00,2024-08-31 00:00:00,2024-09-29 00:00:00,2024-10-31 00:00:00,2024-11-30 00:00:00,2024-12-31 00:00:00,2025-02-01 00:00:00,2025-02-28 00:00:00,2025-03-31 00:00:00,2025-04-30 00:00:00,2025-05-31 00:00:00,2025-06-30 00:00:00,2025-07-31 00:00:00,2025-08-31 00:00:00,2025-09-30 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-12-31 00:00:00,2026-01-31 00:00:00,note
ASTRAMICRO,defence,,,,,,,,,,,,,,,,23.0,,,33.0,32.0,29.0,29.0,16.0,15.0,19.0,19.0,8.0,7.0,9.0,11.0,23.0,27.0,13.0,15.0,13.0,6.0,16.0,24.0,21.0,,43.0,61.0,60.0,47.0,52.0,52.0,20.0,10.0,19.0,23.0,12.0,15.0,19.0,44.0,30.0,17.0,
DATAPATTNS,defence,,,,,,,,,,,,4.0,,6.0,,6.0,,,14.0,20.0,6.0,6.0,31.0,38.0,61.0,62.0,56.0,53.0,67.0,67.0,74.0,75.0,34.0,44.0,22.0,24.0,32.0,34.0,67.0,,78.0,74.0,63.0,70.0,97.0,79.0,35.0,29.0,28.0,34.0,28.0,17.0,26.0,23.0,38.0,18.0,
HAL,defence,,,,,,,,,,,,2.0,,5.0,,2.0,,,1.0,2.0,11.0,12.0,14.0,17.0,27.0,28.0,9.0,6.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,20.0,23.0,,36.0,49.0,57.0,50.0,64.0,26.0,19.0,26.0,29.0,30.0,30.0,24.0,39.0,42.0,41.0,18.0,
BDL,defence,,,,,,,,,,,,13.0,,11.0,,27.0,,,26.0,23.0,45.0,46.0,70.0,71.0,73.0,74.0,56.0,52.0,17.0,11.0,20.0,25.0,14.0,13.0,12.0,2.0,2.0,26.0,36.0,,45.0,60.0,71.0,34.0,44.0,16.0,6.0,8.0,10.0,24.0,26.0,30.0,43.0,49.0,48.0,29.0,
ZENTEC,defence,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,35.0,36.0,37.0,37.0,18.0,8.0,2.0,21.0,6.0,1.0,16.0,,3.0,5.0,2.0,14.0,55.0,28.0,47.0,9.0,40.0,76.0,44.0,65.0,82.0,84.0,88.0,53.0,
CONCOR,defence,,,,,,,,,,,,60.0,,58.0,,66.0,,,65.0,64.0,68.0,71.0,63.0,60.0,64.0,66.0,48.0,46.0,35.0,32.0,32.0,34.0,17.0,36.0,22.0,16.0,43.0,51.0,63.0,,84.0,92.0,91.0,86.0,92.0,71.0,83.0,72.0,72.0,79.0,82.0,85.0,74.0,84.0,67.0,67.0,
Department Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2RETAIL,department stores,,,,,,,,,,,,84.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,13.0,25.0,24.0,14.0,4.0,5.0,7.0,28.0,
DMART,department stores,,,,,,,,,,,,53.0,,61.0,,55.0,,,63.0,61.0,66.0,65.0,68.0,68.0,59.0,59.0,45.0,44.0,46.0,46.0,54.0,55.0,51.0,27.0,42.0,45.0,52.0,38.0,34.0,,91.0,94.0,92.0,60.0,76.0,51.0,34.0,55.0,37.0,51.0,24.0,40.0,49.0,43.0,52.0,52.0,
VMART,department stores,,,,,,,,,,,,78.0,,83.0,,83.0,,,78.0,77.0,78.0,80.0,83.0,82.0,84.0,84.0,82.0,82.0,82.0,81.0,77.0,77.0,80.0,56.0,59.0,52.0,18.0,20.0,12.0,,3.0,9.0,14.0,20.0,19.0,40.0,31.0,37.0,53.0,68.0,75.0,91.0,68.0,67.0,73.0,70.0,
ABFRL,department stores,,,,,,,,,,,,70.0,,77.0,,79.0,,,77.0,75.0,78.0,78.0,80.0,79.0,77.0,77.0,70.0,70.0,76.0,76.0,58.0,58.0,66.0,71.0,45.0,26.0,28.0,14.0,35.0,,42.0,43.0,59.0,43.0,39.0,45.0,55.0,92.0,97.0,98.0,90.0,85.0,88.0,79.0,64.0,72.0,
SHOPERSTOP,department stores,,,,,,,,,,,,44.0,,20.0,,16.0,,,36.0,36.0,65.0,68.0,81.0,77.0,78.0,78.0,76.0,75.0,79.0,79.0,71.0,70.0,65.0,52.0,68.0,62.0,69.0,73.0,61.0,,88.0,97.0,93.0,77.0,77.0,81.0,87.0,91.0,95.0,92.0,83.0,88.0,81.0,90.0,92.0,87.0,
TRENT,department stores,,,,,,,,,,,,28.0,,11.0,,3.0,,,7.0,8.0,3.0,4.0,6.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,,8.0,15.0,12.0,11.0,41.0,46.0,58.0,59.0,52.0,85.0,74.0,97.0,95.0,96.0,90.0,92.0,
Electric Utilities · Group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLCINDIA,electric utilities · group 1,,,,,,,,,,,,33.0,,21.0,,9.0,,,5.0,10.0,18.0,22.0,19.0,18.0,14.0,15.0,8.0,4.0,4.0,3.0,2.0,1.0,30.0,19.0,21.0,25.0,54.0,35.0,30.0,,38.0,42.0,59.0,71.0,50.0,35.0,48.0,47.0,59.0,46.0,68.0,21.0,32.0,43.0,29.0,17.0,
ADANIPOWER,electric utilities · group 1,,,,,,,,,,,,,,,,,,,,,,53.0,27.0,21.0,20.0,20.0,18.0,16.0,11.0,11.0,2.0,3.0,4.0,7.0,6.0,3.0,32.0,36.0,55.0,,64.0,82.0,83.0,77.0,57.0,61.0,59.0,72.0,49.0,47.0,30.0,20.0,15.0,17.0,19.0,19.0,
NTPC,electric utilities · group 1,,,,,,,,,,,,21.0,,26.0,,17.0,,,8.0,8.0,14.0,16.0,7.0,7.0,9.0,11.0,4.0,4.0,2.0,2.0,6.0,7.0,8.0,13.0,11.0,13.0,16.0,8.0,16.0,,29.0,61.0,69.0,78.0,51.0,39.0,43.0,70.0,64.0,64.0,73.0,72.0,73.0,51.0,39.0,19.0,
ADANIENSOL,electric utilities · group 1,,,,,,,,,,,,,,,,,,,,,,77.0,87.0,85.0,85.0,,,,,,,,,,,,,,,,74.0,89.0,85.0,89.0,80.0,48.0,44.0,61.0,51.0,66.0,57.0,50.0,38.0,13.0,9.0,20.0,
PTC,electric utilities · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,17.0,15.0,9.0,9.0,34.0,36.0,20.0,30.0,55.0,55.0,52.0,,82.0,90.0,97.0,95.0,75.0,57.0,46.0,57.0,43.0,36.0,48.0,63.0,61.0,59.0,44.0,29.0,
TORNTPOWER,electric utilities · group 1,,,,,,,,,,,,25.0,,33.0,,40.0,,,27.0,24.0,48.0,45.0,8.0,9.0,9.0,10.0,5.0,5.0,15.0,15.0,4.0,4.0,19.0,6.0,9.0,9.0,11.0,1.0,10.0,,16.0,48.0,40.0,53.0,44.0,45.0,42.0,73.0,57.0,86.0,91.0,98.0,89.0,61.0,60.0,36.0,
TATAPOWER,electric utilities · group 1,,,,,,,,,,,,68.0,,69.0,,64.0,,,59.0,55.0,47.0,43.0,29.0,30.0,49.0,49.0,36.0,34.0,15.0,14.0,5.0,7.0,22.0,11.0,3.0,10.0,14.0,22.0,33.0,,40.0,52.0,58.0,68.0,53.0,54.0,53.0,59.0,47.0,49.0,63.0,61.0,50.0,44.0,39.0,38.0,
CESC,electric utilities · group 1,,,,,,,,,,,,67.0,,73.0,,76.0,,,73.0,72.0,57.0,56.0,45.0,31.0,35.0,38.0,29.0,29.0,5.0,7.0,13.0,14.0,30.0,30.0,5.0,11.0,14.0,36.0,11.0,,18.0,32.0,28.0,65.0,51.0,38.0,38.0,46.0,45.0,31.0,62.0,55.0,41.0,38.0,40.0,40.0,
NHPC,electric utilities · group 1,,,,,,,,,,,,15.0,,26.0,,17.0,,,15.0,17.0,19.0,20.0,21.0,21.0,33.0,33.0,20.0,20.0,8.0,9.0,2.0,2.0,33.0,25.0,26.0,6.0,26.0,39.0,50.0,,67.0,71.0,71.0,82.0,66.0,52.0,41.0,55.0,61.0,59.0,72.0,44.0,48.0,63.0,46.0,43.0,
JSWENERGY,electric utilities · group 1,,,,,,,,,,,,80.0,,84.0,,78.0,,,70.0,67.0,53.0,50.0,17.0,13.0,41.0,41.0,35.0,35.0,45.0,46.0,13.0,10.0,11.0,8.0,6.0,9.0,2.0,4.0,15.0,,41.0,45.0,43.0,87.0,59.0,54.0,83.0,92.0,89.0,68.0,83.0,69.0,67.0,65.0,65.0,53.0,
ADANIGREEN,electric utilities · group 1,,,,,,,,,,,,,,,,,,,,,,,,83.0,84.0,85.0,81.0,81.0,65.0,59.0,26.0,28.0,3.0,10.0,20.0,8.0,51.0,56.0,54.0,,59.0,77.0,97.0,98.0,99.0,92.0,99.0,95.0,83.0,86.0,80.0,77.0,61.0,45.0,33.0,61.0,
POWERGRID,electric utilities · group 1,,,,,,,,,,,,20.0,,34.0,,30.0,,,35.0,30.0,55.0,57.0,35.0,34.0,31.0,30.0,32.0,32.0,18.0,16.0,13.0,12.0,14.0,20.0,14.0,15.0,16.0,13.0,30.0,,45.0,41.0,48.0,59.0,62.0,42.0,29.0,67.0,54.0,60.0,67.0,71.0,67.0,67.0,64.0,66.0,
Electric Utilities · Group 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPIL,electric utilities · group 2,,,,,,,,,,,,,,,,44.0,,,15.0,14.0,10.0,11.0,33.0,36.0,19.0,16.0,27.0,30.0,19.0,21.0,14.0,15.0,17.0,10.0,9.0,11.0,19.0,4.0,15.0,,33.0,46.0,20.0,51.0,68.0,65.0,69.0,44.0,40.0,45.0,22.0,23.0,24.0,29.0,31.0,26.0,
INOXGREEN,electric utilities · group 2,,,,,,,,,,,,90.0,,85.0,,49.0,,,30.0,31.0,45.0,44.0,55.0,55.0,66.0,66.0,61.0,60.0,29.0,30.0,36.0,37.0,7.0,18.0,7.0,15.0,5.0,15.0,10.0,,22.0,38.0,36.0,39.0,68.0,80.0,55.0,14.0,65.0,45.0,53.0,12.0,3.0,16.0,19.0,32.0,
TECHNOE,electric utilities · group 2,,,,,,,,,,,,17.0,,21.0,,56.0,,,16.0,14.0,10.0,10.0,26.0,29.0,25.0,23.0,14.0,8.0,6.0,5.0,6.0,7.0,32.0,10.0,4.0,1.0,1.0,1.0,5.0,,9.0,34.0,19.0,57.0,45.0,58.0,64.0,36.0,36.0,30.0,20.0,36.0,46.0,64.0,82.0,71.0,
INOXWIND,electric utilities · group 2,,,,,,,,,,,,,,,,,,,,,,26.0,42.0,42.0,14.0,3.0,1.0,4.0,1.0,1.0,7.0,14.0,2.0,11.0,2.0,11.0,39.0,2.0,8.0,,9.0,23.0,38.0,32.0,47.0,51.0,52.0,28.0,50.0,81.0,93.0,94.0,86.0,93.0,92.0,91.0,
Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCX,exchange,,,,,,,,,,,,38.0,,51.0,,59.0,,,43.0,40.0,25.0,26.0,14.0,10.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,17.0,4.0,28.0,23.0,6.0,3.0,,4.0,11.0,9.0,9.0,14.0,16.0,14.0,10.0,2.0,10.0,11.0,10.0,6.0,3.0,3.0,2.0,
BSE,exchange,,,,,,,,,,,,85.0,,82.0,,,,,,,,6.0,9.0,9.0,2.0,1.0,1.0,1.0,5.0,7.0,4.0,5.0,4.0,1.0,21.0,31.0,42.0,47.0,28.0,,7.0,10.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,8.0,14.0,31.0,23.0,10.0,19.0,7.0,
IEX,exchange,,,,,,,,,,,,53.0,,60.0,,80.0,,,81.0,81.0,83.0,82.0,79.0,78.0,78.0,79.0,72.0,71.0,36.0,37.0,65.0,64.0,64.0,68.0,55.0,53.0,33.0,16.0,14.0,,60.0,58.0,54.0,50.0,43.0,30.0,18.0,21.0,38.0,93.0,92.0,94.0,93.0,88.0,91.0,75.0,
Fertilizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COROMANDEL,fertilizers,,,,,,,,,,,,34.0,,40.0,,54.0,,,55.0,54.0,30.0,30.0,18.0,18.0,39.0,41.0,21.0,21.0,13.0,13.0,59.0,63.0,63.0,59.0,46.0,27.0,22.0,7.0,9.0,,21.0,18.0,16.0,10.0,8.0,3.0,2.0,8.0,6.0,3.0,14.0,27.0,49.0,24.0,27.0,32.0,
PARADEEP,fertilizers,,,,,,,,,,,,72.0,,57.0,,49.0,,,59.0,58.0,30.0,30.0,38.0,37.0,61.0,61.0,55.0,55.0,63.0,63.0,44.0,43.0,48.0,66.0,61.0,54.0,49.0,46.0,63.0,,13.0,14.0,16.0,6.0,19.0,9.0,2.0,1.0,7.0,2.0,2.0,5.0,29.0,38.0,24.0,54.0,
CHAMBLFERT,fertilizers,,,,,,,,,,,,68.0,,65.0,,71.0,,,78.0,78.0,79.0,80.0,79.0,79.0,68.0,69.0,50.0,50.0,37.0,36.0,51.0,51.0,46.0,42.0,22.0,36.0,31.0,26.0,19.0,,34.0,25.0,41.0,23.0,5.0,4.0,2.0,24.0,35.0,55.0,56.0,70.0,82.0,84.0,62.0,69.0,
Finance (including Nbfcs) · Group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,finance (including nbfcs) · group 1,,,,,,,,,,,,20.0,,27.0,,12.0,,,9.0,10.0,3.0,4.0,3.0,5.0,6.0,8.0,11.0,12.0,23.0,24.0,12.0,8.0,13.0,19.0,19.0,32.0,16.0,34.0,14.0,,34.0,36.0,41.0,49.0,12.0,18.0,20.0,18.0,13.0,29.0,65.0,56.0,18.0,6.0,2.0,1.0,
MUTHOOTFIN,finance (including nbfcs) · group 1,,,,,,,,,,,,46.0,,36.0,,19.0,,,12.0,14.0,35.0,35.0,38.0,39.0,18.0,18.0,16.0,12.0,22.0,26.0,48.0,47.0,59.0,25.0,20.0,25.0,28.0,29.0,13.0,,34.0,37.0,17.0,7.0,3.0,5.0,12.0,15.0,8.0,12.0,16.0,6.0,7.0,2.0,2.0,3.0,
M&MFIN,finance (including nbfcs) · group 1,,,,,,,,,,,,5.0,,5.0,,2.0,,,22.0,27.0,43.0,45.0,35.0,35.0,66.0,68.0,66.0,64.0,73.0,73.0,67.0,65.0,71.0,63.0,83.0,72.0,67.0,58.0,48.0,,80.0,76.0,76.0,50.0,41.0,40.0,45.0,57.0,52.0,72.0,74.0,50.0,18.0,4.0,3.0,6.0,
POONAWALLA,finance (including nbfcs) · group 1,,,,,,,,,,,,24.0,,13.0,,30.0,,,8.0,9.0,19.0,21.0,43.0,44.0,57.0,57.0,37.0,36.0,26.0,27.0,33.0,33.0,41.0,29.0,30.0,42.0,73.0,87.0,84.0,,86.0,91.0,93.0,76.0,73.0,51.0,40.0,34.0,9.0,17.0,13.0,7.0,21.0,18.0,19.0,31.0,
PFC,finance (including nbfcs) · group 1,,,,,,,,,,,,2.0,,3.0,,2.0,,,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,15.0,14.0,8.0,5.0,29.0,15.0,9.0,,54.0,57.0,64.0,68.0,68.0,45.0,55.0,87.0,66.0,72.0,88.0,64.0,71.0,85.0,72.0,45.0,
SPANDANA,finance (including nbfcs) · group 1,,,,,,,,,,,,,,,,,,,,24.0,42.0,,,19.0,19.0,18.0,18.0,12.0,6.0,4.0,38.0,41.0,58.0,59.0,72.0,84.0,88.0,91.0,89.0,,100.0,100.0,100.0,100.0,100.0,100.0,97.0,97.0,95.0,92.0,92.0,83.0,89.0,70.0,54.0,47.0,
RECLTD,finance (including nbfcs) · group 1,,,,,,,,,,,,6.0,,5.0,,3.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,14.0,8.0,2.0,8.0,27.0,4.0,8.0,,54.0,60.0,61.0,87.0,87.0,57.0,69.0,94.0,92.0,90.0,98.0,92.0,92.0,86.0,75.0,57.0,
SBFC,finance (including nbfcs) · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,54.0,52.0,55.0,66.0,64.0,71.0,,75.0,69.0,49.0,44.0,18.0,32.0,12.0,7.0,10.0,21.0,22.0,24.0,20.0,31.0,34.0,62.0,
CHOLAFIN,finance (including nbfcs) · group 1,,,,,,,,,,,,4.0,,1.0,,1.0,,,5.0,6.0,12.0,14.0,2.0,2.0,9.0,10.0,36.0,38.0,14.0,13.0,35.0,37.0,59.0,46.0,55.0,42.0,39.0,48.0,23.0,,77.0,74.0,76.0,46.0,12.0,17.0,12.0,10.0,13.0,35.0,53.0,25.0,24.0,14.0,11.0,15.0,secondary
Finance (including Nbfcs) · Group 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAPPURAM,finance (including nbfcs) · group 2,,,,,,,,,,,,15.0,,54.0,,36.0,,,38.0,35.0,21.0,20.0,41.0,36.0,52.0,53.0,23.0,10.0,15.0,18.0,15.0,16.0,32.0,42.0,22.0,50.0,22.0,45.0,32.0,,88.0,88.0,56.0,34.0,15.0,9.0,9.0,7.0,6.0,16.0,14.0,11.0,17.0,7.0,7.0,12.0,
SUNDARMFIN,finance (including nbfcs) · group 2,,,,,,,,,,,,23.0,,9.0,,12.0,,,16.0,18.0,32.0,32.0,19.0,18.0,9.0,9.0,8.0,9.0,21.0,23.0,23.0,24.0,8.0,14.0,14.0,33.0,23.0,49.0,18.0,,51.0,75.0,61.0,27.0,19.0,33.0,14.0,13.0,18.0,39.0,64.0,64.0,65.0,42.0,17.0,12.0,
CHOLAFIN,finance (including nbfcs) · group 2,,,,,,,,,,,,4.0,,1.0,,1.0,,,5.0,6.0,12.0,14.0,2.0,2.0,9.0,10.0,36.0,38.0,14.0,13.0,35.0,37.0,59.0,46.0,55.0,42.0,39.0,48.0,23.0,,77.0,74.0,76.0,46.0,12.0,17.0,12.0,10.0,13.0,35.0,53.0,25.0,24.0,14.0,11.0,15.0,
CREDITACC,finance (including nbfcs) · group 2,,,,,,,,,,,,38.0,,14.0,,26.0,,,3.0,4.0,10.0,14.0,26.0,34.0,4.0,1.0,5.0,6.0,26.0,28.0,35.0,36.0,56.0,47.0,61.0,79.0,85.0,85.0,86.0,,100.0,99.0,98.0,80.0,60.0,66.0,40.0,41.0,26.0,27.0,8.0,11.0,13.0,14.0,22.0,16.0,
FUSION,finance (including nbfcs) · group 2,,,,,,,,,,,,89.0,,7.0,,8.0,,,9.0,6.0,19.0,28.0,41.0,42.0,30.0,33.0,57.0,58.0,64.0,61.0,49.0,50.0,71.0,82.0,80.0,87.0,90.0,91.0,89.0,,,,100.0,99.0,98.0,98.0,93.0,84.0,72.0,91.0,73.0,35.0,53.0,46.0,63.0,20.0,
BAJFINANCE,finance (including nbfcs) · group 2,,,,,,,,,,,,41.0,,27.0,,32.0,,,35.0,35.0,50.0,49.0,16.0,17.0,27.0,28.0,53.0,53.0,52.0,52.0,59.0,58.0,77.0,53.0,73.0,69.0,70.0,76.0,64.0,,80.0,85.0,64.0,16.0,5.0,11.0,11.0,8.0,9.0,23.0,35.0,13.0,16.0,12.0,17.0,28.0,
SBICARD,finance (including nbfcs) · group 2,,,,,,,,,,,,47.0,,28.0,,55.0,,,57.0,56.0,67.0,68.0,70.0,68.0,67.0,67.0,73.0,73.0,74.0,73.0,74.0,74.0,79.0,81.0,84.0,80.0,79.0,79.0,74.0,,88.0,77.0,80.0,17.0,8.0,10.0,9.0,8.0,11.0,48.0,53.0,35.0,43.0,35.0,31.0,65.0,
FIVESTAR,finance (including nbfcs) · group 2,,,,,,,,,,,,89.0,,44.0,,49.0,,,34.0,31.0,40.0,42.0,66.0,63.0,30.0,29.0,41.0,41.0,63.0,64.0,66.0,64.0,67.0,55.0,57.0,47.0,54.0,73.0,66.0,,87.0,92.0,55.0,45.0,18.0,40.0,41.0,49.0,46.0,91.0,95.0,95.0,64.0,69.0,89.0,92.0,
Finance (including Nbfcs) · Group 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDFINA,finance (including nbfcs) · group 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,79.0,81.0,82.0,80.0,79.0,,,83.0,87.0,84.0,56.0,88.0,76.0,75.0,33.0,11.0,11.0,4.0,14.0,10.0,8.0,10.0,
MASFIN,finance (including nbfcs) · group 3,,,,,,,,,,,,59.0,,61.0,,64.0,,,67.0,65.0,76.0,75.0,55.0,54.0,47.0,48.0,69.0,69.0,69.0,68.0,54.0,52.0,48.0,74.0,73.0,65.0,73.0,82.0,81.0,,88.0,86.0,71.0,76.0,62.0,55.0,40.0,30.0,19.0,24.0,21.0,27.0,36.0,29.0,21.0,14.0,
CGCL,finance (including nbfcs) · group 3,,,,,,,,,,,,49.0,,51.0,,60.0,,,63.0,61.0,52.0,52.0,46.0,49.0,52.0,52.0,66.0,68.0,71.0,72.0,53.0,53.0,40.0,64.0,65.0,60.0,71.0,82.0,84.0,,87.0,77.0,80.0,85.0,72.0,62.0,82.0,97.0,76.0,49.0,47.0,46.0,36.0,39.0,36.0,42.0,
JIOFIN,finance (including nbfcs) · group 3,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,22.0,22.0,32.0,32.0,57.0,61.0,,64.0,54.0,59.0,83.0,95.0,86.0,68.0,64.0,32.0,20.0,20.0,34.0,36.0,33.0,37.0,51.0,
IRFC,finance (including nbfcs) · group 3,,,,,,,,,,,,22.0,,49.0,,65.0,,,49.0,47.0,16.0,10.0,21.0,16.0,17.0,37.0,41.0,,,,,23.0,23.0,19.0,19.0,2.0,13.0,40.0,38.0,,49.0,56.0,55.0,75.0,86.0,66.0,78.0,76.0,74.0,85.0,86.0,73.0,78.0,81.0,60.0,58.0,
PFS,finance (including nbfcs) · group 3,,,,,,,,,,,,63.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,85.0,86.0,85.0,86.0,74.0,52.0,57.0,61.0,65.0,57.0,64.0,70.0,61.0,
Footwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPUS,footwear,,,,,,,,,,,,76.0,,75.0,,80.0,,,83.0,82.0,84.0,81.0,82.0,80.0,80.0,81.0,79.0,83.0,82.0,82.0,81.0,82.0,86.0,90.0,89.0,70.0,70.0,52.0,65.0,,63.0,67.0,40.0,38.0,27.0,72.0,62.0,41.0,63.0,68.0,59.0,51.0,45.0,47.0,50.0,44.0,
METROBRAND,footwear,,,,,,,,,,,,13.0,,6.0,,38.0,,,24.0,26.0,42.0,39.0,25.0,25.0,24.0,22.0,20.0,19.0,40.0,42.0,64.0,64.0,60.0,52.0,80.0,70.0,67.0,51.0,50.0,,70.0,65.0,56.0,38.0,33.0,60.0,42.0,40.0,55.0,44.0,56.0,19.0,52.0,43.0,28.0,56.0,
REDTAPE,footwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,8.0,4.0,37.0,55.0,,12.0,32.0,18.0,39.0,46.0,66.0,94.0,96.0,99.0,94.0,91.0,77.0,87.0,77.0,79.0,63.0,
BATAINDIA,footwear,,,,,,,,,,,,65.0,,66.0,,67.0,,,64.0,62.0,65.0,65.0,70.0,68.0,65.0,64.0,60.0,60.0,61.0,63.0,76.0,78.0,78.0,77.0,85.0,81.0,75.0,67.0,74.0,,87.0,78.0,76.0,56.0,58.0,64.0,63.0,73.0,86.0,89.0,85.0,68.0,90.0,93.0,92.0,92.0,
Forest Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMEW,forest products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,21.0,27.0,52.0,58.0,59.0,68.0,50.0,25.0,5.0,9.0,7.0,2.0,2.0,
DREDGECORP,forest products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,76.0,,,,71.0,90.0,,,,54.0,34.0,10.0,4.0,
STYLAMIND,forest products,,,,,,,,,,,,31.0,,12.0,,28.0,,,36.0,36.0,21.0,20.0,32.0,30.0,32.0,31.0,36.0,36.0,54.0,56.0,65.0,66.0,66.0,59.0,63.0,74.0,47.0,50.0,41.0,,36.0,22.0,37.0,33.0,46.0,53.0,79.0,85.0,91.0,75.0,69.0,73.0,42.0,40.0,19.0,13.0,
CENTURYPLY,forest products,,,,,,,,,,,,56.0,,49.0,,25.0,,,31.0,33.0,28.0,27.0,39.0,40.0,42.0,44.0,46.0,45.0,31.0,29.0,29.0,30.0,57.0,63.0,74.0,66.0,63.0,76.0,55.0,,34.0,67.0,61.0,31.0,30.0,44.0,52.0,31.0,52.0,59.0,53.0,36.0,54.0,33.0,21.0,27.0,
IXIGO,forest products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,37.0,27.0,26.0,8.0,29.0,5.0,3.0,6.0,9.0,9.0,12.0,34.0,
TBOTEK,forest products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,79.0,86.0,90.0,74.0,82.0,77.0,70.0,32.0,37.0,20.0,24.0,41.0,
GREENPANEL,forest products,,,,,,,,,,,,81.0,,79.0,,78.0,,,75.0,74.0,64.0,61.0,50.0,51.0,49.0,50.0,66.0,66.0,34.0,28.0,48.0,53.0,55.0,78.0,85.0,84.0,85.0,80.0,63.0,,49.0,62.0,49.0,45.0,77.0,95.0,91.0,88.0,88.0,73.0,67.0,60.0,58.0,69.0,88.0,80.0,
GREENPLY,forest products,,,,,,,,,,,,72.0,,69.0,,57.0,,,65.0,67.0,74.0,75.0,72.0,69.0,61.0,60.0,48.0,41.0,21.0,22.0,25.0,29.0,10.0,31.0,27.0,30.0,21.0,12.0,11.0,,17.0,26.0,51.0,57.0,44.0,43.0,43.0,37.0,46.0,40.0,48.0,58.0,52.0,62.0,63.0,84.0,
Furniture-Furnishing-Paints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
